id,scan_t1ce,scan_t2,scan_flair,scan_t1,label,center_x,center_y,center_z,x_extreme_min,x_extreme_max,y_extreme_min,y_extreme_max,z_extreme_min,z_extreme_max,x_size,y_size,z_size
00325-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00325-000/BraTS-GLI-00325-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00325-000/BraTS-GLI-00325-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00325-000/BraTS-GLI-00325-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00325-000/BraTS-GLI-00325-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00325-000/BraTS-GLI-00325-000-seg.nii.gz,90,148,86,55,133,104,193,52,130,78,89,78
00744-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00744-000/BraTS-GLI-00744-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00744-000/BraTS-GLI-00744-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00744-000/BraTS-GLI-00744-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00744-000/BraTS-GLI-00744-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00744-000/BraTS-GLI-00744-000-seg.nii.gz,150,115,100,121,182,85,148,74,134,61,63,60
00359-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00359-000/BraTS-GLI-00359-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00359-000/BraTS-GLI-00359-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00359-000/BraTS-GLI-00359-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00359-000/BraTS-GLI-00359-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00359-000/BraTS-GLI-00359-000-seg.nii.gz,80,151,89,55,106,115,189,57,127,51,74,70
01519-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01519-000/BraTS-GLI-01519-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01519-000/BraTS-GLI-01519-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01519-000/BraTS-GLI-01519-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01519-000/BraTS-GLI-01519-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01519-000/BraTS-GLI-01519-000-seg.nii.gz,148,187,83,125,176,159,209,57,108,51,50,51
01178-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01178-000/BraTS-GLI-01178-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01178-000/BraTS-GLI-01178-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01178-000/BraTS-GLI-01178-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01178-000/BraTS-GLI-01178-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01178-000/BraTS-GLI-01178-000-seg.nii.gz,101,145,115,81,120,118,169,88,138,39,51,50
00201-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00201-000/BraTS-GLI-00201-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00201-000/BraTS-GLI-00201-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00201-000/BraTS-GLI-00201-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00201-000/BraTS-GLI-00201-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00201-000/BraTS-GLI-00201-000-seg.nii.gz,143,165,96,117,178,125,206,60,137,61,81,77
01441-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01441-000/BraTS-GLI-01441-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01441-000/BraTS-GLI-01441-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01441-000/BraTS-GLI-01441-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01441-000/BraTS-GLI-01441-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01441-000/BraTS-GLI-01441-000-seg.nii.gz,91,98,95,62,123,59,135,65,132,61,76,67
01020-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01020-000/BraTS-GLI-01020-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01020-000/BraTS-GLI-01020-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01020-000/BraTS-GLI-01020-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01020-000/BraTS-GLI-01020-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01020-000/BraTS-GLI-01020-000-seg.nii.gz,159,125,63,122,190,82,172,30,96,68,90,66
00116-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00116-000/BraTS-GLI-00116-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00116-000/BraTS-GLI-00116-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00116-000/BraTS-GLI-00116-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00116-000/BraTS-GLI-00116-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00116-000/BraTS-GLI-00116-000-seg.nii.gz,90,160,73,60,124,114,202,30,123,64,88,93
00733-001,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00733-001/BraTS-GLI-00733-001-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00733-001/BraTS-GLI-00733-001-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00733-001/BraTS-GLI-00733-001-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00733-001/BraTS-GLI-00733-001-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00733-001/BraTS-GLI-00733-001-seg.nii.gz,73,161,73,62,84,151,174,56,92,22,23,36
01337-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01337-000/BraTS-GLI-01337-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01337-000/BraTS-GLI-01337-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01337-000/BraTS-GLI-01337-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01337-000/BraTS-GLI-01337-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01337-000/BraTS-GLI-01337-000-seg.nii.gz,141,176,74,120,172,149,209,40,119,52,60,79
01490-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01490-000/BraTS-GLI-01490-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01490-000/BraTS-GLI-01490-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01490-000/BraTS-GLI-01490-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01490-000/BraTS-GLI-01490-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01490-000/BraTS-GLI-01490-000-seg.nii.gz,137,96,93,104,168,57,147,59,123,64,90,64
00577-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00577-000/BraTS-GLI-00577-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00577-000/BraTS-GLI-00577-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00577-000/BraTS-GLI-00577-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00577-000/BraTS-GLI-00577-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00577-000/BraTS-GLI-00577-000-seg.nii.gz,96,165,96,68,125,131,202,55,135,57,71,80
01433-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01433-000/BraTS-GLI-01433-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01433-000/BraTS-GLI-01433-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01433-000/BraTS-GLI-01433-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01433-000/BraTS-GLI-01433-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01433-000/BraTS-GLI-01433-000-seg.nii.gz,160,135,78,135,186,97,175,49,105,51,78,56
01394-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01394-000/BraTS-GLI-01394-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01394-000/BraTS-GLI-01394-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01394-000/BraTS-GLI-01394-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01394-000/BraTS-GLI-01394-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01394-000/BraTS-GLI-01394-000-seg.nii.gz,160,164,65,137,183,126,196,33,95,46,70,62
00273-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00273-000/BraTS-GLI-00273-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00273-000/BraTS-GLI-00273-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00273-000/BraTS-GLI-00273-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00273-000/BraTS-GLI-00273-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00273-000/BraTS-GLI-00273-000-seg.nii.gz,156,122,68,124,183,87,166,35,98,59,79,63
01052-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01052-000/BraTS-GLI-01052-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01052-000/BraTS-GLI-01052-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01052-000/BraTS-GLI-01052-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01052-000/BraTS-GLI-01052-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01052-000/BraTS-GLI-01052-000-seg.nii.gz,127,92,90,90,160,49,142,66,119,70,93,53
01083-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01083-000/BraTS-GLI-01083-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01083-000/BraTS-GLI-01083-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01083-000/BraTS-GLI-01083-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01083-000/BraTS-GLI-01083-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01083-000/BraTS-GLI-01083-000-seg.nii.gz,84,138,95,56,110,93,177,64,135,54,84,71
00505-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00505-000/BraTS-GLI-00505-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00505-000/BraTS-GLI-00505-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00505-000/BraTS-GLI-00505-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00505-000/BraTS-GLI-00505-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00505-000/BraTS-GLI-00505-000-seg.nii.gz,165,141,73,140,189,103,178,44,111,49,75,67
01345-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01345-000/BraTS-GLI-01345-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01345-000/BraTS-GLI-01345-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01345-000/BraTS-GLI-01345-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01345-000/BraTS-GLI-01345-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01345-000/BraTS-GLI-01345-000-seg.nii.gz,150,135,67,93,179,100,179,39,114,86,79,75
00421-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00421-000/BraTS-GLI-00421-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00421-000/BraTS-GLI-00421-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00421-000/BraTS-GLI-00421-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00421-000/BraTS-GLI-00421-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00421-000/BraTS-GLI-00421-000-seg.nii.gz,95,158,100,58,122,123,204,64,138,64,81,74
00386-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00386-000/BraTS-GLI-00386-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00386-000/BraTS-GLI-00386-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00386-000/BraTS-GLI-00386-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00386-000/BraTS-GLI-00386-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00386-000/BraTS-GLI-00386-000-seg.nii.gz,161,118,64,138,186,82,160,39,88,48,78,49
01261-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01261-000/BraTS-GLI-01261-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01261-000/BraTS-GLI-01261-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01261-000/BraTS-GLI-01261-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01261-000/BraTS-GLI-01261-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01261-000/BraTS-GLI-01261-000-seg.nii.gz,138,163,76,102,164,127,201,53,102,62,74,49
01517-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01517-000/BraTS-GLI-01517-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01517-000/BraTS-GLI-01517-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01517-000/BraTS-GLI-01517-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01517-000/BraTS-GLI-01517-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01517-000/BraTS-GLI-01517-000-seg.nii.gz,125,93,87,89,158,51,143,46,130,69,92,84
00736-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00736-000/BraTS-GLI-00736-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00736-000/BraTS-GLI-00736-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00736-000/BraTS-GLI-00736-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00736-000/BraTS-GLI-00736-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00736-000/BraTS-GLI-00736-000-seg.nii.gz,90,111,106,64,117,81,146,70,137,53,65,67
01176-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01176-000/BraTS-GLI-01176-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01176-000/BraTS-GLI-01176-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01176-000/BraTS-GLI-01176-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01176-000/BraTS-GLI-01176-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01176-000/BraTS-GLI-01176-000-seg.nii.gz,130,86,104,109,163,54,122,73,133,54,68,60
00579-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00579-000/BraTS-GLI-00579-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00579-000/BraTS-GLI-00579-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00579-000/BraTS-GLI-00579-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00579-000/BraTS-GLI-00579-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00579-000/BraTS-GLI-00579-000-seg.nii.gz,97,164,87,71,130,135,199,48,130,59,64,82
01339-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01339-000/BraTS-GLI-01339-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01339-000/BraTS-GLI-01339-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01339-000/BraTS-GLI-01339-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01339-000/BraTS-GLI-01339-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01339-000/BraTS-GLI-01339-000-seg.nii.gz,93,163,92,60,127,128,204,53,136,67,76,83
00350-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00350-000/BraTS-GLI-00350-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00350-000/BraTS-GLI-00350-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00350-000/BraTS-GLI-00350-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00350-000/BraTS-GLI-00350-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00350-000/BraTS-GLI-00350-000-seg.nii.gz,104,84,103,82,124,50,115,78,131,42,65,53
01171-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01171-000/BraTS-GLI-01171-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01171-000/BraTS-GLI-01171-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01171-000/BraTS-GLI-01171-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01171-000/BraTS-GLI-01171-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01171-000/BraTS-GLI-01171-000-seg.nii.gz,83,125,63,53,119,82,177,31,100,66,95,69
00731-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00731-000/BraTS-GLI-00731-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00731-000/BraTS-GLI-00731-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00731-000/BraTS-GLI-00731-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00731-000/BraTS-GLI-00731-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00731-000/BraTS-GLI-00731-000-seg.nii.gz,70,122,65,56,87,102,147,52,77,31,45,25
00096-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00096-000/BraTS-GLI-00096-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00096-000/BraTS-GLI-00096-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00096-000/BraTS-GLI-00096-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00096-000/BraTS-GLI-00096-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00096-000/BraTS-GLI-00096-000-seg.nii.gz,78,145,70,52,106,100,184,42,108,54,84,66
01448-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01448-000/BraTS-GLI-01448-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01448-000/BraTS-GLI-01448-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01448-000/BraTS-GLI-01448-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01448-000/BraTS-GLI-01448-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01448-000/BraTS-GLI-01448-000-seg.nii.gz,82,106,56,59,106,84,133,33,86,47,49,53
